01 Katra Katra - Alone (PagalWorld.com) 190Kbps
01 Khamoshiyan - Khamoshiyan (Arijit Singh) 190Kbps
01 Sooraj Dooba Hain Yaaron - Roy (Arijit Singh) 320Kbps
01 Superman Tevar  Wajid  190kbps
02 Love Is a Waste of Time - PK (PagalWorld.com) 190kbps
02 Tu Hai Ki Nahi (Roy) - Ankit Tiwari - 190Kbps
02 Tu Har Lamha - Khamoshiyan (Arijit Singh) 190Kbps
02_-_Abhi_Toh_Party_Shuru_Hui_Hai(MyMp3Song.Com)
03 - Photocopy - DownloadMing.SE
03 Chaar Kadam - PK (Shaan)  - 190Kbps
03_-_Raat_Bhar(MyMp3Song.Com)
04 Nanga Punga Dost - PK (Shreya Ghoshal) 190Kbps
06 Lets Celebrate - Tevar  PagalWorld.com  190kbps
Phatte Tak Nachna - Dolly Ki Doli 320Kbps
